id,name,gene-id,gene-symbol,gene-name,entrez-id,chromosome,start-position,end-position
1015369,"A_23_P373028",771,"CACNA1C","calcium channel, voltage-dependent, L type, alpha 1C subunit",775,"12","n/a","n/a"
1015380,"A_23_P373031",771,"CACNA1C","calcium channel, voltage-dependent, L type, alpha 1C subunit",775,"12","n/a","n/a"
1019627,"CUST_123_PI416408490",771,"CACNA1C","calcium channel, voltage-dependent, L type, alpha 1C subunit",775,"12","n/a","n/a"
1012625,"A_23_P365767",772,"CACNA1D","calcium channel, voltage-dependent, L type, alpha 1D subunit",776,"3","n/a","n/a"
1020178,"CUST_124_PI416408490",772,"CACNA1D","calcium channel, voltage-dependent, L type, alpha 1D subunit",776,"3","n/a","n/a"
1014340,"CUST_13825_PI416261804",772,"CACNA1D","calcium channel, voltage-dependent, L type, alpha 1D subunit",776,"3","n/a","n/a"
1014468,"CUST_13828_PI416261804",772,"CACNA1D","calcium channel, voltage-dependent, L type, alpha 1D subunit",776,"3","n/a","n/a"
1030546,"A_23_P34554",773,"CACNA1E","calcium channel, voltage-dependent, R type, alpha 1E subunit",777,"1","n/a","n/a"
1030545,"CUST_125_PI416408490",773,"CACNA1E","calcium channel, voltage-dependent, R type, alpha 1E subunit",777,"1","n/a","n/a"
1030547,"CUST_6489_PI416261804",773,"CACNA1E","calcium channel, voltage-dependent, R type, alpha 1E subunit",777,"1","n/a","n/a"
1026063,"A_23_P148327",774,"CACNA1F","calcium channel, voltage-dependent, L type, alpha 1F subunit",778,"X","n/a","n/a"
1026064,"CUST_9275_PI416261804",774,"CACNA1F","calcium channel, voltage-dependent, L type, alpha 1F subunit",778,"X","n/a","n/a"
1049164,"A_23_P107247",8834,"CACNA1G","calcium channel, voltage-dependent, T type, alpha 1G subunit",8913,"17","n/a","n/a"
1049166,"A_24_P401686",8834,"CACNA1G","calcium channel, voltage-dependent, T type, alpha 1G subunit",8913,"17","n/a","n/a"
1049167,"CUST_12173_PI416261804",8834,"CACNA1G","calcium channel, voltage-dependent, T type, alpha 1G subunit",8913,"17","n/a","n/a"
1049165,"CUST_126_PI416408490",8834,"CACNA1G","calcium channel, voltage-dependent, T type, alpha 1G subunit",8913,"17","n/a","n/a"
1023782,"A_23_P26294",8833,"CACNA1H","calcium channel, voltage-dependent, T type, alpha 1H subunit",8912,"16","n/a","n/a"
1023783,"A_23_P3483",8833,"CACNA1H","calcium channel, voltage-dependent, T type, alpha 1H subunit",8912,"16","n/a","n/a"
1049170,"A_24_P399871",8832,"CACNA1I","calcium channel, voltage-dependent, T type, alpha 1I subunit",8911,"22","n/a","n/a"
1049168,"A_24_P945096",8832,"CACNA1I","calcium channel, voltage-dependent, T type, alpha 1I subunit",8911,"22","n/a","n/a"
1049169,"CUST_127_PI416408490",8832,"CACNA1I","calcium channel, voltage-dependent, T type, alpha 1I subunit",8911,"22","n/a","n/a"
1021646,"A_23_P85765",775,"CACNA1S","calcium channel, voltage-dependent, L type, alpha 1S subunit",779,"1","n/a","n/a"
1021648,"CUST_128_PI416408490",775,"CACNA1S","calcium channel, voltage-dependent, L type, alpha 1S subunit",779,"1","n/a","n/a"
1021647,"CUST_15226_PI416261804",775,"CACNA1S","calcium channel, voltage-dependent, L type, alpha 1S subunit",779,"1","n/a","n/a"
1028198,"A_23_P82379",777,"CACNA2D1","calcium channel, voltage-dependent, alpha 2/delta subunit 1",781,"7","n/a","n/a"
1028200,"CUST_129_PI416408490",777,"CACNA2D1","calcium channel, voltage-dependent, alpha 2/delta subunit 1",781,"7","n/a","n/a"
1028199,"CUST_13925_PI416261804",777,"CACNA2D1","calcium channel, voltage-dependent, alpha 2/delta subunit 1",781,"7","n/a","n/a"
1048791,"A_23_P346900",9127,"CACNA2D2","calcium channel, voltage-dependent, alpha 2/delta subunit 2",9254,"3","n/a","n/a"
1048793,"CUST_11765_PI416261804",9127,"CACNA2D2","calcium channel, voltage-dependent, alpha 2/delta subunit 2",9254,"3","n/a","n/a"
1048792,"CUST_130_PI416408490",9127,"CACNA2D2","calcium channel, voltage-dependent, alpha 2/delta subunit 2",9254,"3","n/a","n/a"
1066220,"A_23_P147166",35088,"CACNA2D3","calcium channel, voltage-dependent, alpha 2/delta subunit 3",55799,"3","n/a","n/a"
1026994,"A_24_P402825",35088,"CACNA2D3","calcium channel, voltage-dependent, alpha 2/delta subunit 3",55799,"3","n/a","n/a"
1026995,"CUST_14055_PI416261804",35088,"CACNA2D3","calcium channel, voltage-dependent, alpha 2/delta subunit 3",55799,"3","n/a","n/a"
1029734,"A_23_P353014",60293,"CACNA2D4","calcium channel, voltage-dependent, alpha 2/delta subunit 4",93589,"12","n/a","n/a"
1029736,"CUST_1011_PI416261804",60293,"CACNA2D4","calcium channel, voltage-dependent, alpha 2/delta subunit 4",93589,"12","n/a","n/a"
1029735,"CUST_131_PI416408490",60293,"CACNA2D4","calcium channel, voltage-dependent, alpha 2/delta subunit 4",93589,"12","n/a","n/a"
1058634,"A_23_P405754",778,"CACNB1","calcium channel, voltage-dependent, beta 1 subunit",782,"17","n/a","n/a"
1058635,"A_24_P190190",778,"CACNB1","calcium channel, voltage-dependent, beta 1 subunit",782,"17","n/a","n/a"
1058633,"A_24_P91165",778,"CACNB1","calcium channel, voltage-dependent, beta 1 subunit",782,"17","n/a","n/a"
1058636,"CUST_1079_PI416261804",778,"CACNB1","calcium channel, voltage-dependent, beta 1 subunit",782,"17","n/a","n/a"
1058637,"CUST_132_PI416408490",778,"CACNB1","calcium channel, voltage-dependent, beta 1 subunit",782,"17","n/a","n/a"
1027609,"A_23_P326852",779,"CACNB2","calcium channel, voltage-dependent, beta 2 subunit",783,"10","n/a","n/a"
1027610,"A_32_P127501",779,"CACNB2","calcium channel, voltage-dependent, beta 2 subunit",783,"10","n/a","n/a"
1058630,"A_23_P204016",780,"CACNB3","calcium channel, voltage-dependent, beta 3 subunit",784,"12","n/a","n/a"
1058632,"A_23_P371794",780,"CACNB3","calcium channel, voltage-dependent, beta 3 subunit",784,"12","n/a","n/a"
1058631,"CUST_133_PI416408490",780,"CACNB3","calcium channel, voltage-dependent, beta 3 subunit",784,"12","n/a","n/a"
1015439,"A_23_P209227",781,"CACNB4","calcium channel, voltage-dependent, beta 4 subunit",785,"2","n/a","n/a"
1015444,"CUST_13461_PI416261804",781,"CACNB4","calcium channel, voltage-dependent, beta 4 subunit",785,"2","n/a","n/a"
1030338,"CUST_13466_PI416261804",781,"CACNB4","calcium channel, voltage-dependent, beta 4 subunit",785,"2","n/a","n/a"
